DATE,NAME,LOCATION,LOCATION_NOTES,WEBSITE,FACEBOOK,INSTAGRAM,STORY,VIDEO
2022-03-10,Planet Vegan,N/A,food truck,N/A,https://www.facebook.com/planetveganburgers/,https://www.instagram.com/planetveganburgers/?hl=en,https://abc30.com/planet-vegan-fresno-food-truck-dine-and-dish/11640405/,https://abc30.com/video/embed/?pid=11640889
2022-03-03,Wool Growers Restaurant,"609 H St, Los Banos, CA 93635",,https://www.woolgrowerslosbanos.com/?fbclid=IwAR0eF7l42-NaNrK1py361oItrZ3wJRVuGuOlBvfcYnjjaPHWkYrbAn-VDg0,https://www.facebook.com/woolgrowerslosbanos/,N/A,https://abc30.com/wool-growers-los-banos-dine-and-dish/11618119/,https://abc30.com/video/embed/?pid=11618569
2022-02-24,Triangle Burger,"1310 W. Belmont Ave Fresno, Ca, 93728",Multiple locations,https://triangledrivein.com/,https://www.facebook.com/Triangle-Drive-In-111451345562058,N/A,https://abc30.com/dine-and-dish-triangle-burger/11597123/,https://abc30.com/video/embed/?pid=11597591
2022-02-17,Orange Works Cafe,"22314 Ave 196, Strathmore, CA 93267",,https://theorangeworkscafe.com/,https://www.facebook.com/theorangeworkscafe/,N/A,https://abc30.com/orange-works-cafe-ice-cream/11575473/,https://abc30.com/video/embed/?pid=11575660
2022-02-03,Sal's,"2163 Park St, Selma, CA 93662",,https://salsmexicanrestaurants.com/home-page/,https://www.facebook.com/salsselma/,https://www.instagram.com/salsmexicanrestaurant_selma/,https://abc30.com/sals-selma-dine-and-dish/11536282/,https://abc30.com/video/embed/?pid=11536662
2022-01-20,Oggi Cosi Si Mangia,"1110 N Van Ness Ave, Fresno, CA 93728",,http://www.oggifresno.com/,https://www.facebook.com/profile.php?id=100059128699603,N/A,https://abc30.com/oggi-cosi-si-mangia-fresno-italian/11492692/,https://abc30.com/video/embed/?pid=11493323
2022-01-13,Phoenician Garden Grill,"1025 E Herndon Ave #106, Fresno, CA 93720",,https://thephoeniciangarden.com/,https://www.facebook.com/PhoencianGarden/,https://www.instagram.com/phoeniciangarden/,https://abc30.com/phoenician-garden-grill-fresno-dine-and-dish/11465129/,https://abc30.com/video/embed/?pid=11465744
2022-01-06,Raw Earth Juicery,"741 N Temperance Ave #102, Clovis, CA 93611",,http://www.rawearthjuicery.com/,N/A,N/A,https://abc30.com/raw-earth-juicery-dine-n-dish-juice-shops-juices/11435142/,https://abc30.com/video/embed/?pid=11435270
2021-12-23,Vallarta,"3850 N Cedar Ave, Fresno, CA 93726",Multiple locations,https://vallartasupermarkets.com/en/,N/A,N/A,https://abc30.com/tamales-tamale-meals-holidays/11377909/,https://abc30.com/video/embed/?pid=11378543
2020-03-19, Taylor Bros Hot Dog Stand,"206 N Encina St, Visalia, CA 93291",,N/A,https://www.facebook.com/Taylordogs1952/,N/A,https://abc30.com/taylor-bros-hot-dog-stand-visalia-chili-fresno-best-dine-n-dish/6029901/,https://abc30.com/video/embed/?pid=6030308
2020-03-13,The Fresno Breakfast House,"2085 W Bullard Ave, Fresno, CA 93711",,https://www.fresnobreakfasthouse.com/,https://www.facebook.com/FresnoBreakfastHouse/,https://www.instagram.com/fresnobreakfasthouse/,https://abc30.com/abc30-dine-and-dish-fresno-breakfas-house-breakfast-restaurants/6009912/,https://abc30.com/video/embed/?pid=6009944
2020-03-05,Adrian's,"3060 E Belmont Ave, Fresno, CA 93701",,N/A,N/A,N/A,https://abc30.com/dine-n-dish-adrians-best-burritos-freso-mexican-restaurant-fresno/5989146/,https://abc30.com/video/embed/?pid=5989213
2020-02-27,J-Pot ,"235 E Paseo Del Centro, Fresno, CA 93720",,https://jpotcali.com/,https://www.facebook.com/jpotCA/,https://www.instagram.com/jpotfresno/,https://abc30.com/dine-n-dish-fresno-hot-pot-soup-j/5972668/,https://abc30.com/video/embed/?pid=5972672
2020-02-20,Grill Masters BBQ,"2700 Clovis Ave, Clovis, CA 93612",,https://www.grillmastersbbqclovis.com/,https://www.facebook.com/GrillMastersclovis/,https://www.instagram.com/grillmastersbbq/,https://abc30.com/matty-ultimeat-burger-grill-masters-bbq-clovis-barbeque/5953722/,https://abc30.com/video/embed/?pid=5953731
2020-02-13,Angry Chickz,"5044 N West Ave, Fresno, CA 93711",,https://www.angrychickz.com/,https://www.facebook.com/theangrychickz/,https://www.instagram.com/theangrychickz/,https://abc30.com/angry-chickz-fresno-spicy-chicken-restaurant-hot/5929476/,https://abc30.com/video/embed/?pid=5929438
